ImageId,EncodedPixels
test_mask_579,17814 7 18055 24 18298 36 18548 42 18798 43 19047 43 19297 43 19543 47 19791 49 20040 51 20285 56 20533 58 20784 57 21034 57 21284 57 21533 58 21783 54 22032 49 22282 49 22531 50 22781 50 23031 50 23281 50 23529 52 23777 52 24025 49 24275 49 24525 48 24775 48 25025 48 25275 48 25525 48 25774 49 26024 49 26273 50 26523 50 26773 50 27022 51 27272 51 27519 54 27767 56 28017 56 28267 56 28517 55 28767 55 29017 55 29267 55 29517 55 29767 56 30017 55 30267 55 30517 55 30766 56 31016 56 31266 56 31516 56 31766 56 32016 57 32266 56 32516 53 32570 2 32766 56 33016 57 33266 57 33515 58 33764 59 34015 58 34265 58 34514 59 34763 60 35013 60 35263 60 35510 63 35760 63 36010 63 36260 63 36510 63 36760 64 37010 64 37260 64 37509 65 37759 65 38009 66 38076 3 38260 70 38510 71 38760 71 39009 71 39259 71 39509 72 39759 73 40009 80 40260 80 40342 1 40509 86 40759 85 41010 84 41259 86 41509 87 41759 89 42009 99 42259 102 42509 103 42759 103 43009 104 43259 104 43509 105 43759 109 44009 113 44260 113 44510 113 44760 112 45010 113 45259 114 45509 114 45760 113 46010 3 46014 112 46261 2 46264 112 46511 1 46514 112 46761 1 46765 112 47011 1 47015 112 47261 117 47511 118 47761 1 47765 114 48016 113 48266 113 48516 114 48766 114 49016 114 49266 114 49516 114 49766 115 50017 114 50267 114 50517 113 50767 114 51017 118 51267 119 51517 119 51773 114 52024 114 52274 113 52525 112 52775 111 53025 112 53275 112 53525 112 53781 106 54032 105 54283 104 54534 103 54785 102 55035 102 55285 102 55539 98 55790 96 56042 94 56298 88 56548 87 56798 87 57048 88 57298 87 57550 81 57803 77 58063 67 58316 1 58319 60 58572 56 58822 55 59082 41 59347 5 59353 19 59597 1 59604 17 59856 3 59862 6
test_mask_580,13830 28 14070 40 14316 46 14566 47 14815 48 15065 49 15316 48 15564 51 15809 58 16055 65 16298 74 16548 75 16798 74 17048 75 17298 75 17548 75 17797 76 18042 80 18291 81 18540 82 18790 82 19040 82 19290 82 19540 82 19790 78 20034 73 20283 70 20533 65 20783 63 21033 57 21094 1 21283 57 21343 3 21533 56 21783 51 22032 48 22282 43 22532 42 22782 42 23032 42 23282 42 23532 42 23781 43 24027 46 24277 46 24530 43 24779 44 25027 46 25278 45 25527 46 25776 47 26025 48 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28025 48 28275 47 28525 47 28775 47 29025 47 29275 48 29525 48 29775 48 30025 48 30275 47 30525 47 30775 48 31025 48 31275 48 31525 47 31775 47 32025 47 32275 46 32525 46 32775 46 33025 47 33275 47 33525 47 33775 47 34025 44 34070 1 34275 43 34526 41 34775 42 35026 41 35276 41 35525 46 35775 48 36027 45 36280 40 36321 1 36530 37 36568 1 36780 37 37031 36 37068 1 37281 38 37321 1 37531 42 37782 41 38032 41 38282 41 38532 42 38782 42 39032 42 39282 42 39532 42 39783 42 40033 54 40286 53 40537 56 40789 51 41039 56 41289 57 41540 56 41790 59 41851 4 42041 70 42292 72 42544 70 42796 68 43047 67 43296 68 43547 67 43798 66 44049 65 44304 59 44555 58 44806 56 45056 56 45306 56 45557 52 45811 45 46078 21
test_mask_581,16071 34 16106 4 16309 2 16313 55 16557 62 16807 64 17057 64 17307 62 17556 65 17805 67 18048 74 18298 74 18547 76 18797 76 19047 76 19297 78 19544 78 19791 81 20040 74 20290 71 20540 67 20608 2 20790 67 21040 66 21289 69 21360 1 21539 66 21785 64 21851 1 22033 56 22283 49 22533 49 22783 49 23033 49 23283 49 23532 50 23782 49 24032 42 24078 2 24282 42 24532 42 24781 43 25031 42 25281 43 25530 44 25777 47 26025 49 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28025 48 28275 48 28525 48 28775 48 29025 48 29275 48 29525 48 29775 48 30025 48 30275 48 30525 48 30775 47 31025 48 31275 48 31525 48 31775 48 32025 48 32275 48 32525 48 32775 48 33025 48 33275 48 33525 48 33775 48 34025 48 34275 48 34525 48 34775 48 35025 48 35275 48 35525 48 35775 49 36025 49 36275 49 36525 49 36775 49 37025 49 37275 49 37525 49 37775 50 38026 55 38279 52 38529 53 38779 53 39031 51 39281 51 39531 51 39781 52 40032 63 40282 65 40532 65 40782 65 41032 67 41282 69 41352 1 41532 73 41783 75 42034 86 42166 4 42286 86 42415 5 42537 85 42659 2 42664 6 42789 83 42909 3 42913 7 43039 84 43159 11 43289 86 43408 12 43540 88 43657 13 43790 90 43901 4 43906 14 44041 98 44144 1 44150 20 44291 100 44393 5 44399 20 44543 126 44793 120 45043 121 45294 120 45546 116 45797 108 45908 3 46049 100 46151 2 46300 97 46552 94 46801 96 47051 97 47301 96 47551 94 47806 87 48057 80 48313 72 48565 67 48816 66 49067 64 49317 63 49567 62 49821 56 50074 49 50336 34 50595 18 50847 15 51098 11 51348 4 51353 5 51599 2 51604 4
test_mask_582,17081 1 17573 19 17605 2 17815 42 18058 52 18113 1 18306 59 18555 60 18805 60 19055 60 19305 60 19551 64 19798 66 20047 60 20291 62 20541 59 20791 58 21042 55 21292 56 21542 55 21791 48 22040 42 22290 41 22539 42 22789 42 23039 42 23290 41 23539 42 23787 43 24033 41 24283 41 24533 40 24783 40 25033 40 25283 40 25533 40 25783 40 26033 40 26282 41 26533 40 26783 40 27032 41 27283 40 27533 40 27782 41 28032 41 28282 40 28532 35 28568 1 28570 2 28782 35 28818 1 28821 1 29032 37 29070 2 29282 37 29321 1 29532 37 29782 40 30032 35 30068 1 30070 1 30282 35 30532 35 30782 35 31032 35 31282 35 31318 1 31532 35 31782 35 32032 34 32282 34 32532 34 32782 34 33032 35 33282 35 33532 35 33570 1 33781 37 33820 1 34032 35 34282 34 34532 34 34782 34 35032 35 35282 35 35532 38 35782 41 36032 41 36282 35 36318 2 36321 1 36532 35 36571 1 36782 35 36818 1 36820 3 37032 41 37282 41 37532 41 37782 41 38032 41 38283 41 38533 41 38783 41 39033 41 39283 41 39533 42 39783 46 40034 54 40285 58 40538 57 40788 52 40841 3 41039 57 41289 57 41539 58 41790 65 42040 74 42291 76 42541 77 42791 77 43041 78 43291 79 43541 80 43793 79 44048 75 44298 75 44548 75 44798 75 45048 75 45298 75 45549 75 45804 70 46056 68 46307 66 46558 65 46808 64 47058 65 47308 65 47558 64 47809 63 48064 58 48321 50 48573 44 48824 41 49077 39 49327 38 49577 37 49830 34 50085 26
test_mask_583,19819 1 19822 6 19829 5 20057 3 20063 23 20087 6 20306 37 20556 35 20806 33 21056 30 21306 31 21556 30 21799 34 22048 32 22297 33 22547 34 22798 33 23048 33 23298 33 23547 34 23793 32 24041 33 24291 33 24541 32 24791 32 25041 32 25291 32 25541 32 25791 32 26040 33 26290 33 26540 33 26790 33 27040 33 27290 33 27540 33 27790 33 28039 34 28289 28 28318 4 28539 28 28789 28 29039 28 29289 28 29537 30 29785 32 30034 32 30284 32 30536 30 30786 30 31037 29 31287 29 31536 30 31785 31 32034 32 32285 31 32535 31 32785 31 33035 31 33289 27 33535 2 33539 27 33784 32 34039 27 34289 27 34539 27 34789 27 35039 27 35289 27 35539 27 35785 1 35789 31 36040 27 36068 1 36290 27 36540 27 36790 27 36821 1 37040 29 37290 29 37540 32 37790 33 38040 33 38291 33 38541 33 38791 33 39040 34 39290 34 39540 35 39791 35 40041 42 40085 1 40291 48 40542 47 40792 47 41041 48 41291 49 41542 53 41792 56 41851 2 42047 66 42298 66 42548 67 42798 67 43048 67 43298 68 43548 71 43799 72 44050 72 44302 70 44554 68 44805 67 45055 67 45305 67 45555 67 45805 67 46056 67 46307 65 46558 64 46808 64 47058 64 47308 64 47559 62 47812 59 48063 58 48315 54 48567 49 48817 48 49068 47 49318 47 49568 46 49819 45 50072 41 50326 30 50581 22 50834 19 51084 18 51333 18 51583 19 51832 18 52084 13
test_mask_584,13824 43 14070 51 14317 54 14566 56 14815 56 15066 55 15316 55 15564 59 15809 2 15813 61 16056 73 16299 82 16548 84 16798 83 17048 83 17298 83 17548 83 17797 84 18042 88 18291 89 18540 90 18790 90 19040 90 19290 91 19540 90 19790 84 20035 78 20283 78 20533 73 20783 73 21033 72 21283 72 21533 71 21783 64 22032 51 22085 4 22282 50 22532 49 22782 49 23032 49 23282 49 23532 50 23781 50 24026 48 24079 1 24276 48 24525 49 24775 49 25026 48 25276 48 25526 48 25775 49 26025 49 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28024 49 28274 49 28524 49 28774 49 29024 49 29274 49 29524 49 29774 49 30024 49 30274 49 30524 45 30570 2 30774 45 30820 1 31024 45 31070 1 31274 45 31320 2 31524 49 31774 49 32024 48 32274 48 32524 45 32570 2 32774 45 32820 1 33024 45 33070 1 33274 45 33320 3 33524 49 33774 49 34024 49 34274 49 34524 49 34774 49 35024 49 35274 49 35524 49 35774 49 36025 48 36275 48 36525 48 36775 48 37025 48 37275 49 37525 49 37775 49 38025 54 38275 55 38525 55 38775 55 39025 55 39275 55 39525 56 39775 56 40027 62 40281 65 40531 65 40781 65 41032 65 41282 65 41532 66 41602 1 41782 74 42032 83 42283 88 42533 89 42783 89 43033 89 43283 89 43533 92 43783 95 44039 96 44289 98 44539 98 44790 98 45040 99 45144 1 45158 3 45290 108 45400 3 45407 5 45540 113 45658 3 45790 108 45899 4 46041 106 46291 105 46543 102 46792 103 47042 105 47292 108 47542 104 47797 98 48048 95 48299 89 48549 87 48800 87 49050 87 49300 87 49551 83 49806 75 50057 72 50311 65 50565 58 50815 57 51065 56 51315 56 51565 55 51819 49 52075 38 52336 19
test_mask_585,16831 1 17339 2 17575 20 17816 33 18059 47 18306 53 18556 55 18806 57 19055 58 19305 58 19552 61 19799 60 20047 62 20292 65 20541 59 20604 2 20791 59 21042 57 21292 58 21542 57 21791 50 22040 42 22290 41 22539 42 22789 42 23039 42 23289 42 23539 42 23784 46 24033 41 24283 41 24533 40 24783 40 25033 40 25283 40 25533 40 25782 41 26032 41 26282 41 26532 41 26782 41 27032 41 27282 41 27532 41 27782 41 28032 41 28282 40 28532 40 28782 40 29031 41 29281 41 29531 40 29781 41 30029 39 30070 1 30281 37 30320 1 30531 37 30779 39 30820 1 31029 40 31070 1 31281 38 31320 1 31530 39 31570 1 31777 41 32027 39 32279 37 32529 37 32777 40 33028 40 33070 1 33279 40 33320 1 33528 43 33777 44 34027 40 34068 1 34279 38 34529 37 34777 40 35029 38 35280 37 35530 40 35777 46 36029 44 36281 36 36318 2 36321 1 36531 36 36571 1 36781 36 36818 1 36820 3 37031 42 37281 42 37531 42 37782 41 38032 41 38282 41 38532 42 38782 42 39032 42 39282 42 39532 42 39782 47 40032 56 40283 57 40342 1 40533 62 40783 62 41033 62 41283 63 41533 64 41783 73 42038 76 42289 76 42540 77 42790 77 43040 78 43290 80 43540 80 43791 80 44042 80 44292 80 44547 75 44796 76 45046 76 45297 75 45547 75 45798 74 46049 72 46300 71 46554 67 46803 68 47053 68 47301 70 47551 70 47805 65 48057 63 48313 54 48565 49 48816 48 49067 47 49317 47 49567 46 49820 43 50074 33 50109 1
test_mask_586,16096 25 16331 48 16581 49 16830 50 17080 50 17331 49 17580 49 17829 51 18072 57 18317 2 18320 60 18567 63 18817 64 19067 64 19317 64 19566 64 19814 58 20057 3 20062 50 20306 49 20556 48 20806 48 21056 49 21306 49 21556 42 21800 3 21805 34 22049 31 22298 32 22548 32 22798 32 23049 31 23299 32 23549 31 23798 25 24044 29 24293 30 24545 27 24796 26 25045 28 25297 26 25547 26 25793 30 26041 31 26291 28 26320 2 26541 26 26791 26 27041 26 27291 26 27318 1 27541 26 27791 26 28040 26 28291 25 28541 25 28790 26 29040 26 29290 26 29540 26 29790 26 30039 27 30289 26 30539 26 30789 26 31040 26 31290 26 31539 27 31786 2 31789 27 32035 3 32039 26 32289 26 32539 26 32789 26 33039 26 33289 26 33535 3 33539 27 33784 32 34035 31 34289 27 34539 27 34789 27 35039 27 35289 27 35534 3 35539 27 35784 32 36039 27 36290 26 36540 26 36790 27 37040 27 37290 27 37540 32 37790 33 38040 33 38290 34 38540 34 38790 34 39040 34 39290 35 39540 35 39790 38 40041 45 40291 48 40541 49 40791 48 41041 48 41291 49 41541 55 41791 65 42044 70 42160 3 42164 13 42297 70 42368 3 42409 18 42547 74 42658 20 42797 74 42908 20 43047 74 43158 20 43297 75 43407 21 43548 75 43652 27 43798 81 43900 29 44049 129 44300 128 44550 128 44800 128 45051 128 45301 127 45553 124 45806 115 46059 105 46165 4 46312 100 46564 92 46658 3 46814 97 47064 98 47314 97 47565 96 47815 89 47909 2 48066 87 48323 70 48581 56 48831 56 49082 56 49331 57 49581 56 49832 50 50087 36
test_mask_587,16071 24 16307 56 16556 58 16806 59 17056 59 17306 59 17556 59 17803 62 18048 69 18297 73 18547 73 18797 73 19046 75 19294 77 19542 78 19791 75 20040 71 20290 67 20539 67 20789 66 21039 66 21289 66 21537 67 21785 57 21843 2 22033 49 22283 48 22533 48 22783 48 23032 49 23283 48 23532 49 23782 48 24032 42 24281 43 24531 42 24781 42 25031 42 25281 42 25530 43 25777 46 26025 48 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28025 48 28275 48 28525 48 28775 47 29025 47 29275 47 29525 48 29775 48 30025 47 30275 47 30525 44 30570 2 30775 44 30820 1 31025 44 31070 1 31275 44 31320 2 31525 44 31570 2 31775 48 32025 47 32275 47 32525 44 32570 1 32775 44 32820 1 33025 46 33275 47 33525 48 33775 48 34025 47 34275 47 34525 47 34775 47 35025 47 35275 48 35525 48 35775 48 36025 48 36275 48 36525 48 36775 48 37025 48 37275 48 37525 48 37775 49 38026 49 38076 1 38280 50 38531 49 38781 49 39031 49 39282 49 39532 49 39782 50 40032 58 40282 64 40532 65 40782 65 41033 64 41283 64 41533 71 41783 74 42036 79 42289 82 42539 82 42790 81 43040 82 43167 2 43290 82 43415 5 43540 83 43659 12 43791 87 43908 14 44042 95 44152 1 44157 15 44293 95 44401 3 44407 14 44547 91 44644 1 44651 3 44656 14 44797 92 44893 3 44901 3 44907 13 45047 101 45150 5 45156 14 45297 123 45547 122 45798 121 46051 2 46054 101 46157 6 46305 99 46408 3 46556 92 46649 4 46806 97 47056 98 47306 99 47408 3 47556 98 47807 96 48058 90 48316 77 48568 72 48820 71 49071 70 49321 69 49571 68 49822 67 50076 60 50342 39 50610 4 50617 1 50620 2 51371 1 51605 3 51613 5 51621 1 51865 2
test_mask_588,14058 2 14064 14 14307 30 14556 33 14805 34 15056 34 15306 37 15549 47 15797 55 16040 69 16283 81 16533 81 16783 83 17033 83 17283 82 17533 83 17782 83 18029 86 18276 89 18525 90 18775 90 19025 90 19276 91 19525 90 19775 88 20024 80 20274 73 20523 68 20773 67 21021 69 21269 1 21271 69 21517 72 21767 66 22017 58 22267 57 22517 57 22767 57 23016 58 23266 58 23516 58 23766 58 24015 59 24265 58 24515 58 24763 60 25012 61 25262 61 25510 63 25760 63 26009 64 26259 64 26509 64 26759 64 27009 64 27259 64 27509 64 27759 64 28009 64 28259 64 28509 64 28759 64 29009 64 29259 64 29509 64 29759 64 30009 64 30259 64 30509 64 30759 64 31009 64 31259 64 31509 64 31759 64 32009 63 32259 63 32509 63 32759 64 33009 64 33259 64 33509 64 33759 64 34009 63 34259 63 34509 60 34759 60 35009 60 35259 63 35509 64 35759 64 36009 64 36259 63 36510 62 36760 62 37010 63 37260 63 37509 64 37760 63 38010 63 38264 60 38515 59 38766 58 39016 58 39266 58 39515 60 39766 63 40016 71 40266 73 40517 73 40767 73 40842 1 41017 77 41267 78 41517 80 41767 86 42018 94 42269 1 42271 93 42523 92 42774 91 43024 91 43274 91 43524 91 43774 92 44025 92 44276 91 44527 89 44777 89 45031 85 45281 84 45531 83 45782 82 46033 80 46285 77 46539 70 46789 69 47039 70 47290 69 47540 68 47791 66 48043 63 48300 52 48556 3 48562 33 48814 27 49065 26 49317 23 49573 2 49578 3
test_mask_589,13845 22 14088 34 14337 35 14586 37 14836 36 15087 35 15337 35 15581 43 15829 50 16071 60 16314 68 16564 67 16814 66 17064 67 17314 67 17563 67 17813 68 18056 74 18306 73 18555 74 18805 74 19055 74 19305 74 19555 70 19801 70 20048 59 20298 56 20548 52 20798 50 21048 49 21298 49 21548 43 21593 3 21797 42 22042 39 22291 40 22541 39 22791 39 23041 34 23076 4 23292 38 23542 33 23576 4 23791 33 24040 34 24290 33 24540 33 24790 33 25040 33 25290 33 25540 33 25790 33 26040 33 26290 33 26540 33 26789 34 27039 34 27290 33 27539 34 27789 34 28036 37 28287 30 28537 30 28788 29 29039 28 29289 28 29538 29 29786 31 30035 31 30287 29 30539 27 30789 27 31039 27 31289 27 31539 27 31789 27 32039 27 32290 26 32540 26 32790 26 33040 26 33290 26 33540 29 33570 1 33790 32 34040 33 34290 32 34540 30 34790 29 35040 29 35290 29 35320 2 35540 32 35790 33 36041 32 36291 32 36541 32 36791 32 37041 32 37291 32 37541 33 37791 33 38047 28 38076 3 38298 33 38548 33 38798 32 39048 32 39298 32 39548 33 39798 33 40050 37 40305 35 40555 40 40805 37 41055 38 41305 38 41555 40 41806 42 42058 48 42314 43 42565 42 42816 41 43066 41 43316 40 43573 28 43829 13 43843 6
test_mask_590,13597 5 13604 6 13826 40 14073 45 14322 47 14572 48 14823 47 15073 47 15323 47 15572 49 15821 51 16065 58 16309 2 16313 61 16559 66 16808 67 17059 65 17313 61 17559 65 17807 67 18056 67 18305 67 18552 70 18803 69 19053 69 19304 68 19551 71 19800 68 20048 57 20298 51 20548 43 20798 43 21048 42 21298 42 21548 41 21798 34 22043 32 22291 33 22541 32 22792 32 23042 31 23293 30 23543 30 23792 31 24041 32 24291 31 24541 29 24791 31 25041 31 25291 31 25541 31 25791 31 26040 32 26290 26 26318 1 26540 26 26790 26 27041 25 27291 25 27540 26 27790 26 28040 26 28290 26 28540 26 28790 26 29040 26 29290 26 29540 26 29790 26 30040 26 30290 26 30540 25 30790 25 31040 26 31290 26 31540 26 31790 26 32040 26 32291 25 32541 24 32791 24 33041 24 33291 25 33541 25 33791 25 34041 25 34291 25 34541 25 34791 25 35041 25 35291 25 35541 25 35791 26 36041 26 36068 2 36292 25 36318 1 36542 27 36570 2 36792 30 37042 30 37292 30 37542 30 37792 30 38047 26 38298 26 38548 27 38798 26 39048 26 39298 26 39548 27 39798 32 40049 39 40299 41 40550 44 40800 41 41050 41 41093 1 41300 44 41550 45 41805 43 42056 50 42307 50 42557 50 42807 50 43057 49 43307 49 43559 44 43814 37 44065 35 44322 25 44574 19 44824 18 45074 17 45328 13 45580 9
test_mask_591,16323 40 16572 42 16822 43 17072 43 17322 42 17571 44 17818 1 17820 45 18064 52 18308 60 18557 62 18807 62 19057 62 19307 63 19557 61 19806 59 20053 58 20299 57 20549 54 20799 50 21049 49 21299 49 21548 49 21798 41 22044 2 22047 34 22293 37 22542 38 22792 33 22826 4 23043 32 23077 3 23294 31 23326 4 23543 32 23578 2 23792 32 24040 33 24290 33 24540 33 24790 33 25040 33 25290 33 25540 33 25790 33 26040 33 26290 33 26540 32 26790 32 27039 34 27290 32 27539 33 27788 34 28035 36 28286 31 28537 29 28787 29 29038 29 29288 29 29537 30 29785 32 30034 32 30286 30 30539 27 30789 27 31039 27 31289 27 31539 27 31786 30 32039 27 32289 27 32539 27 32789 27 33039 27 33289 27 33539 27 33789 27 34040 26 34290 26 34540 26 34790 26 35040 26 35290 26 35540 28 35790 29 35820 1 36040 30 36290 29 36540 29 36790 29 36820 2 37040 33 37290 33 37540 33 37791 32 38041 32 38291 33 38542 32 38792 32 39042 32 39291 33 39541 34 39792 38 40048 39 40298 42 40341 2 40548 48 40798 48 41048 48 41298 49 41548 49 41799 58 42055 59 42306 59 42556 62 42806 61 43056 60 43306 60 43556 60 43806 63 44063 56 44315 52 44566 49 44817 48 45067 48 45317 47 45568 46 45826 37 46085 2 46093 13
test_mask_592,14065 38 14314 45 14564 45 14813 46 15063 47 15314 47 15558 56 15805 63 16048 73 16291 84 16541 87 16791 88 17041 88 17291 88 17541 88 17790 90 18035 94 18283 97 18533 96 18783 96 19033 97 19283 97 19533 96 19782 91 20031 82 20279 77 20527 78 20777 78 21026 78 21277 78 21526 78 21775 72 22025 58 22085 4 22275 57 22524 57 22774 57 23024 57 23274 57 23524 57 23774 57 24024 50 24273 51 24523 51 24773 51 25019 1 25021 52 25271 53 25521 53 25767 57 26017 56 26267 56 26517 56 26767 56 27017 56 27267 56 27517 56 27767 56 28017 56 28267 56 28517 56 28767 56 29017 56 29267 56 29517 56 29767 56 30017 56 30267 56 30517 52 30570 1 30767 52 30820 1 31017 52 31070 1 31267 52 31320 2 31517 56 31767 56 32017 55 32267 54 32517 54 32767 54 33017 52 33267 52 33320 1 33517 56 33767 56 34017 56 34267 56 34517 55 34767 54 35017 55 35267 56 35517 56 35767 56 36017 56 36268 55 36518 55 36767 56 37021 52 37271 52 37517 56 37767 57 38024 54 38274 57 38524 57 38774 57 39024 57 39274 57 39524 57 39774 58 40025 64 40275 71 40525 72 40775 71 41025 72 41275 72 41525 73 41600 3 41781 75 42032 87 42282 90 42417 2 42532 90 42666 3 42782 90 42916 3 43032 91 43161 1 43165 4 43282 93 43409 11 43532 95 43658 13 43783 97 43908 12 44036 102 44151 4 44157 14 44289 100 44394 3 44400 5 44407 13 44540 115 44657 6 44665 4 44790 115 44907 6 44916 1 45040 115 45156 7 45166 1 45290 124 45540 115 45657 5 45791 113 45909 2 46047 100 46298 94 46394 1 46550 91 46799 94 46894 1 47049 97 47299 97 47549 94 47801 2 47805 84 47891 1 48057 80 48315 68 48569 60 48820 58 49072 57 49323 55 49574 50 49829 44 50082 39
test_mask_593,13849 2 14095 15 14339 25 14587 27 14837 27 15088 26 15338 26 15582 34 15829 40 16072 49 16315 58 16564 61 16814 61 17064 62 17314 61 17564 60 17813 62 18057 66 18306 66 18556 66 18806 66 19056 66 19306 67 19556 66 19805 65 20050 57 20299 50 20549 46 20799 42 21049 41 21299 40 21549 40 21798 34 22048 27 22076 1 22297 27 22547 27 22797 27 23047 26 23297 26 23547 26 23794 29 24041 32 24291 31 24541 30 24791 31 25041 31 25291 31 25541 31 25791 31 26041 31 26291 25 26541 25 26791 25 27041 25 27291 25 27541 25 27790 26 28040 26 28290 26 28540 26 28790 26 29041 25 29291 25 29540 26 29790 26 30040 26 30291 25 30541 24 30791 24 31041 25 31291 25 31541 25 31791 25 32041 25 32292 23 32542 23 32792 23 33042 23 33292 23 33542 24 33792 24 34043 23 34293 23 34543 23 34793 23 35043 23 35293 23 35543 23 35793 25 36047 23 36297 24 36548 24 36798 24 37048 24 37298 24 37548 24 37798 25 38049 24 38299 26 38549 28 38578 1 38799 26 39049 26 39299 26 39549 26 39800 30 40055 32 40306 33 40556 33 40806 33 41056 33 41306 33 41556 34 41807 38 42066 33 42321 28 42573 26 42823 26 43073 26 43323 20 43344 5 43579 12 43832 4
test_mask_594,12084 2 12331 22 12355 1 12574 2 12577 30 12823 34 12858 2 13073 34 13108 2 13324 36 13565 50 13808 63 14056 66 14305 67 14555 67 14805 67 15055 67 15306 66 15556 67 15800 4 15805 68 16048 79 16297 82 16547 82 16797 82 17047 82 17297 82 17547 82 17797 82 18041 87 18291 82 18541 82 18791 82 19041 82 19291 85 19541 83 19790 81 20040 65 20289 50 20539 49 20789 49 21039 50 21289 50 21539 49 21785 46 22033 41 22283 41 22533 40 22783 40 23033 40 23283 41 23533 40 23783 40 24033 40 24283 40 24533 39 24783 39 25033 40 25283 40 25533 40 25783 40 26032 41 26282 40 26532 35 26782 35 27032 35 27283 34 27533 34 27782 35 28032 34 28070 1 28282 34 28533 33 28782 34 29032 34 29282 34 29532 34 29782 34 30032 34 30283 33 30533 33 30783 33 31033 33 31283 33 31533 33 31783 33 32033 33 32283 33 32533 33 32783 33 33033 33 33283 33 33533 33 33783 33 34033 33 34068 1 34285 31 34539 27 34789 27 35039 27 35289 27 35539 30 35570 1 35789 33 36040 33 36290 33 36540 33 36790 33 37040 33 37290 33 37540 33 37790 33 38041 33 38293 37 38544 1 38547 33 38797 32 39047 32 39293 2 39297 32 39543 2 39547 32 39798 32 40049 37 40300 39 40555 35 40805 35 41055 35 41305 35 41555 34 41806 35 42063 27 42316 4 42322 19 42574 14 42589 2 42824 6 42831 6 42839 1 43073 7 43081 9 43325 2 43332 4 43338 1
test_mask_595,13837 36 14082 45 14330 49 14579 51 14829 51 15079 51 15329 51 15574 57 15822 61 16064 75 16307 83 16556 89 16806 85 17056 84 17306 83 17556 83 17806 83 18049 91 18298 91 18548 90 18798 89 19048 85 19298 86 19547 85 19795 78 20041 72 20290 67 20540 65 20790 65 21040 65 21291 64 21540 64 21790 56 22039 44 22085 3 22289 43 22539 42 22789 42 23039 42 23289 42 23538 43 23784 47 24033 41 24283 41 24533 41 24783 40 25033 40 25283 40 25533 41 25783 41 26032 41 26282 41 26532 41 26782 41 27032 41 27282 41 27533 40 27782 41 28032 41 28282 41 28532 41 28782 41 29032 41 29282 41 29532 41 29782 41 30032 41 30282 41 30532 40 30782 40 31032 40 31282 40 31532 40 31782 40 32032 40 32282 40 32532 40 32782 40 33032 40 33282 40 33532 41 33782 41 34032 41 34283 39 34533 39 34783 39 35033 39 35283 40 35533 40 35783 40 36033 40 36283 40 36534 39 36784 39 37034 39 37284 39 37534 39 37784 40 38039 35 38076 1 38290 40 38540 40 38790 40 39040 40 39290 40 39540 41 39790 41 40041 48 40293 1 40295 51 40547 50 40797 49 41047 49 41297 49 41547 51 41798 58 42049 67 42158 18 42301 71 42402 24 42555 67 42651 25 42805 67 42902 1 42905 16 42922 1 42924 1 43055 68 43152 19 43305 68 43402 24 43555 70 43650 26 43806 74 43893 30 43924 2 44057 115 44313 107 44564 105 44815 103 45065 104 45315 102 45565 96 45821 84 45907 2 46081 72 46341 62 46602 12 46620 25 46852 6 46859 5 46870 26 47103 47 47349 49 47599 2 47603 5 47611 27 47641 1 47643 2 47855 2 47862 2 47866 18 47885 3 48120 2 48128 5
